gene1	gene2	pvalue	qvalue
ERBB4	KRAS	9.281541402756036e-06	0.0002622170271996713
ZC3H12A	KRAS	8.823522635499544e-05	0.0017751011116610071
DHX9	KRAS	7.013975826816973e-07	2.6424657057597173e-05
NUP133	KRAS	0.00018562299524066173	0.0034095203091437046
MSH6	KRAS	1.3691300723534882e-07	5.728422098018059e-06
ACVR1	KRAS	1.2791082168445464e-05	0.0003400756299518477
ACVR1	MLH1	0.00039089428251960203	0.006234357097909797
ACVR1	AXIN1	0.0003226328334406669	0.005398928707722421
ACVR1	PHF6	0.00032942434631157727	0.00547512135806619
CUL3	KRAS	3.513510886576642e-06	0.00010956632746961054
RFC1	KRAS	0.0006537928988011325	0.009721464324598413
MSH3	KRAS	1.1634269380224078e-05	0.00031319396544133226
CARD11	KRAS	7.558177071790909e-07	2.8104847005965413e-05
PPP6C	KRAS	0.0006763215376330533	0.009973341637840371
KRAS	PPM1D	5.415959320814843e-05	0.0011824071595257215
KRAS	STAG2	1.5782927866010494e-06	5.6047703008739635e-05
KRAS	MLH1	2.1655421460858884e-06	7.386740836240788e-05
KRAS	FUBP1	2.7065126415160237e-05	0.0006381879303770787
KRAS	ZBTB7B	0.00010030115820024787	0.0019995366702583806
KRAS	PSIP1	2.5251471252247534e-05	0.0006040096844936033
KRAS	FOXA1	0.00034185104756897583	0.0056192214586213846
KRAS	AXIN1	0.000569434128898727	0.008713622492908059
KRAS	CYLD	7.198135006453416e-06	0.00021128430517450706
KRAS	ZCCHC12	2.5251471252247534e-05	0.0006040096844936033
KRAS	PGR	0.0005795456565430759	0.008791032198983707
KRAS	THRAP3	0.00020126478238475227	0.0036640085377014383
KRAS	RAD21	4.671851322098624e-05	0.00103653809592962
KRAS	PHF6	0.0003463852113589334	0.005646195367530919
KRAS	CDK4	0.0006627941831919751	0.009781166405362222
KRAS	BCL2L11	0.0006627941831919751	0.009781166405362222
TRAF3	PGR	0.0007253958446572105	0.01061607395660266
AXIN2	PGR	4.206136383053485e-05	0.0009503320796049573
MLH1	PGR	7.418117015885219e-05	0.0015425838207706235
